pitcher,pitch_1,pitch_2,pitch_3,tunnel_score,composite_tunnel_score,avg_run_value
607259,CH,FC,SI,0.19572674449778346,-0.14454771998004162,-0.012239739444953605
607259,CH,FF,SI,0.232632807489254,-0.0801970423531531,-0.007037109007092398
607259,CU,FC,FF,0.3479476630573895,0.0006319155382605116,-0.003619927196907001
607259,CU,FC,SI,0.3743124896290137,0.016920996294643092,-0.008089126436378987
607259,CU,FF,SI,0.31872007056342705,-0.03661911748993015,0.00017850547871535753
607259,FC,FF,SI,0.18965448010777455,-0.6589674526235322,-0.0060099298646850855
607455,FF,SI,SL,0.2776971361648983,-0.2260201275356554,0.0066671784512704006
607536,CH,FC,FF,0.2594920304380309,-0.4754086840601912,0.010462006377202978
607536,CH,FC,KC,0.2277142383278897,-0.48191323280727155,0.00455151349727904
607536,CH,FC,SI,0.18953638270048975,-0.5745301120512278,0.003006398754470937
607536,CH,FC,ST,0.20845722967316715,-0.4772193885984817,-0.004169155349051493
